Reference,Invoice,External Reference,Create Date,Validated Date,Amount Usd,Fee amount USD,Local Amount,Local Fee Amount,Local VAT,Local Original Amount,Local Currency,Exchange Rate,Country,User account,EXTRAE,Payment Method,Payment Method Name,Payment Method Type,Status
T-57873-b5ef30cf-229e-4fbc-8ea8-47d022bdd517,dLocalTest-f506bf4a-5cf7-472f-990e-2aa87f029147,DLPA0288000031134929,2022-11-15 19:49:29,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-e03a258b-3a46-4247-b5b6-6fff2754f247,dLocalTest-fe25cb27-a49f-43f0-9f48-dbb435de48a0,DLPA0288000032134932,2022-11-15 19:49:32,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-24484bbb-bd2c-46e7-b7ba-3649b6d4c9ed,dLocalTest-43760945-7a49-4ede-bc4c-6b4b6a2d729d,DLPA0288000033134935,2022-11-15 19:49:35,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-2fd9603b-c363-4841-a6aa-971006c6eab9,dLocalTest-9ace1356-f59a-49a0-80bb-396d0ac59992,0,2022-11-15 19:49:37,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-59e15e17-45ad-412b-87f4-62f3621ce5e8,dLocalTest-ab78dd37-2c79-44c7-b840-dbadea46b005,DLPA0288000034134942,2022-11-15 19:49:43,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-e190d8db-5f67-4e6f-a7ac-ac0ec9258b58,dLocalTest-6894a835-0819-4ddd-a271-80db8b07b5a3,DLPA0288000035134947,2022-11-15 19:49:47,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-d0f710d8-8d1b-4049-841c-86f61ab07c13,dLocalTest-1eb82ba4-2bfa-4496-bd5a-15b03a29b176,DLPA0288000036134952,2022-11-15 19:49:52,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-683b6e59-6bba-4c79-bb97-932614815a2d,dLocalTest-c9366afd-88ab-4f2f-bb70-c2df2c81fa5a,DLPA0288000037135001,2022-11-15 19:50:01,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-f7a468e3-8f0a-4eb5-8b7e-dbcfce926b2a,dLocalTest-13cddd49-883e-48c2-8692-8707d746ceb8,DLPA0288000038135004,2022-11-15 19:50:05,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-b9d504f4-e8e4-415f-9273-07bc9fcede6f,dLocalTest-d631a4ce-dbe4-4c7a-8389-50d6db9393ca,DLPA0288000039135038,2022-11-15 19:50:39,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-3897b391-f3d3-4092-a4d5-3b02f06400b5,dLocalTest-e9799809-5ea3-4d6e-ac07-4c3a4931bb87,DLPA0288000040135052,2022-11-15 19:50:52,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-1f9643e3-3941-42da-b4bc-ef217dd8e224,dLocalTest-2edaeaab-cd01-45b0-b8f9-6f8fbe7a23d7,DLPA0288000041135100,2022-11-15 19:51:01,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-7c4c1ff3-2617-4956-97e1-68efca3dc924,dLocalTest-495edebd-8e0e-4260-9c92-4ad977cd8f78,DLPA0288000042135104,2022-11-15 19:51:04,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-7fecf157-b16d-4ddc-8029-5d77b139591d,dLocalTest-e3ebb85b-985e-47c0-8779-5752401fc56c,DLPA0288000043135107,2022-11-15 19:51:08,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-4c776d47-b947-4476-a1ca-672d07bfea99,dLocalTest-f7e91b90-bb8a-47fd-a110-0c70074050ec,DLPA0288000044135110,2022-11-15 19:51:11,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-ad196683-c01b-44ad-84f3-eea75c69cc7f,dLocalTest-ce0b133b-f595-47de-8886-297501c30731,DLPA0288000045135115,2022-11-15 19:51:16,0,1.0,0.05,1.0,0.0495,0.0,0.0,USD,1.0,PA,0,alTe,VI,Visa,CREDIT_CARD,REJECTED
T-57873-d1de9f04-2e32-4a5c-95bd-3e78536bf1a8,PA-P1-1-473194,DLPA0288000046135317,2022-11-15 19:53:18,2022-11-15 19:53:18,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,835ea980-6e1d-11ec-b6d5-1379906adf7b,1-1-,MD,MasterCard Debit,DEBIT_CARD,PAID
D-57873-48343716-69c2-4621-b52a-a97506d4db0a,BR-P1-12-290546,QRS1TXHEAVMTESLEUWIEMZFLIM4ROO6WZPD,2022-11-15 19:53:45,2022-11-15 19:55:20,74.11,2.89,420.0,16.38,0.0,0.0,BRL,5.6455,BR,56722930-7bdd-11ec-929c-9b4aa1e457b9,1-12,PQ,PIX QR,CASH,PAID
REF-57873-ef00cb66-6aa4-48af-be20-14428596cfac,PA-P1-1-473194,0,2022-11-15 19:59:31,2022-11-15 20:05:13,10.0,1.0,10.0,0.0,0.0,0.0,USD,0.0,PA,0,1-1-,MD,MasterCard Debit,DEBIT_CARD,REFUNDED
278124375,0,0,2022-11-15 20:05:13,2022-11-15 20:05:13,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,DEBITED
T-57873-e657e684-04b4-45da-9238-15a5f0b67670,CO-P1-1-797574,645164,2022-11-15 20:12:43,0,9.42,0.55,48571.0,2817.118,0.0,0.0,COP,5153.508,CO,d5546710-9d69-11eb-b47d-4b54aeff4379,1-1-,MC,Mastercard,CREDIT_CARD,REJECTED
T-57873-606763b7-5be0-4d8b-986d-53ca854c349e,CO-P1-1-957533,650113,2022-11-15 20:14:07,2022-11-15 20:14:07,9.42,0.55,48571.0,2817.118,0.0,0.0,COP,5153.508,CO,d5546710-9d69-11eb-b47d-4b54aeff4379,1-1-,MC,Mastercard,CREDIT_CARD,PAID
REF-57873-36f23ba4-9e4f-4f53-b42f-33b5d1104406,CO-P1-1-957533,0,2022-11-15 20:14:51,2022-11-30 15:15:01,9.42,1.0,48571.0,0.0,0.0,0.0,COP,0.0,CO,0,1-1-,MC,Mastercard,CREDIT_CARD,REFUNDED
T-57873-f8a255df-9d9b-4de2-b5ef-b7d98d739031,MX-P1-12-438360,820044289888,2022-11-15 20:15:56,0,81.27,2.6,1668.0,53.376,0.0,0.0,MXN,20.5242,MX,4f5c7a2f-e74a-4761-9963-4f9ea6448c0d,1-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-20419b33-75b2-4c16-81d3-09226ff320e5,MX-P1-12-453656,820044290294,2022-11-15 20:16:31,0,81.25,2.6,1668.0,53.376,0.0,0.0,MXN,20.5282,MX,4f5c7a2f-e74a-4761-9963-4f9ea6448c0d,1-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-d365e73d-2859-4005-8947-29c627af060a,MX-P1-12-611893,820044290663,2022-11-15 20:16:54,0,81.25,2.6,1668.0,53.376,0.0,0.0,MXN,20.5282,MX,4f5c7a2f-e74a-4761-9963-4f9ea6448c0d,1-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
T-57873-57043e38-1ab2-4de5-9a1c-f05166d60543,PE-P2-12-933678,DLPA0288000048141800,2022-11-15 20:18:01,0,233.5,12.58,948.0,51.056,0.0,0.0,PEN,4.06,PE,b31b4859-a9ec-4549-9bdb-7a7e831cce3b,2-12,VI,Visa,CREDIT_CARD,REJECTED
T-57873-859b6006-cd72-4a20-ac9e-a37ff0ba6552,MX-P1-12-353658,920044150066,2022-11-15 20:18:22,2022-11-15 20:18:21,81.27,2.6,1668.0,53.376,0.0,0.0,MXN,20.5237,MX,4f5c7a2f-e74a-4761-9963-4f9ea6448c0d,1-12,MD,MasterCard Debit,DEBIT_CARD,PAID
T-57873-d146a43b-901f-4dc7-a900-7e42c119d9ed,PA-P1-3-731118,DLPA0288000049142021,2022-11-15 20:20:23,2022-11-15 20:20:22,27.0,1.34,27.0,1.3365,0.0,0.0,USD,1.0,PA,71db06b0-6c40-11ec-84dc-358de9e65ac5,1-3-,MD,MasterCard Debit,DEBIT_CARD,PAID
T-57873-f58d82be-3eef-44ec-9f96-bb2337fa1dee,CL-P1-1-186747,1944880383,2022-11-15 20:26:11,2022-11-15 20:26:10,9.85,0.4,9271.0,380.111,0.0,0.0,CLP,941.7051,CL,50c37f0f-8790-47e2-9727-2e7070ca2194,1-1-,VD,Visa Debit,DEBIT_CARD,PAID
T-57873-8fe007c7-9b6d-4a7a-b072-47e812da2284,PE-P2-12-760746,DLPA0288000050143218,2022-11-15 20:32:19,0,233.5,12.58,948.0,51.056,0.0,0.0,PEN,4.06,PE,b31b4859-a9ec-4549-9bdb-7a7e831cce3b,2-12,VI,Visa,CREDIT_CARD,REJECTED
D-57873-5e4ab6bc-ca63-49f6-a0bf-0c5157bd83d3,BR-P1-12-254530,QRS1TXATPR9XYBY6X7BZBU1FHKN4IC0YMFG,2022-11-15 20:34:21,2022-11-15 20:34:46,74.11,2.89,420.0,16.38,0.0,0.0,BRL,5.6455,BR,e3dc9310-ceef-11eb-be93-3bca9b7a9cd2,1-12,PQ,PIX QR,CASH,PAID
T-57873-f050f0c7-2dff-4d7d-a457-04d636372abc,BR-P1-12-679153,2032663359,2022-11-15 20:38:09,2022-11-15 20:38:09,74.11,2.37,420.0,13.44,0.0,0.0,BRL,5.6455,BR,3c3c00aa-ed9c-461a-9e18-04cd9335223e,1-12,VI,Visa,CREDIT_CARD,PAID
T-57873-7eb3c635-c005-4e1c-a48e-938695d04b1c,PA-P1-12-249099,DLPA0288000051144117,2022-11-15 20:41:18,2022-11-15 20:41:18,84.0,4.16,84.0,4.158,0.0,0.0,USD,1.0,PA,2c05f218-724a-4211-8eee-04fe97f55249,1-12,MC,Mastercard,CREDIT_CARD,PAID
D-57873-62cbbc8f-e918-43e6-a7f7-ecfe1dac20c5,BR-P1-1-812118,QRS1TX2OBQFTGMERFUVJV96GY02QL2IFSBW,2022-11-15 20:47:29,2022-11-15 20:48:45,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,db346a80-69c0-11ec-b557-af63b2e9c71a,1-1-,PQ,PIX QR,CASH,PAID
D-57873-9046c786-0361-4718-be40-a397c75fc72e,BR-P1-1-842656,QRS1TXOKLTOETQPGFTWRGA6BBFHH1C9RM5A,2022-11-15 20:51:11,2022-11-15 20:51:36,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,0f797fbd-aa48-42ab-a645-df2d7ddfabd5,1-1-,PQ,PIX QR,CASH,PAID
D-57873-fdd1c0e2-2baa-48f5-8986-12dc389212bd,BR-P1-6-994700,QRS1TXH7PKLPLUU2Y5OHZPZDVS1WTEX0NGK,2022-11-15 20:54:27,2022-11-15 20:54:48,42.35,1.65,240.0,9.36,0.0,0.0,BRL,5.6455,BR,fa628d20-a30e-11eb-af36-630055b784f4,1-6-,PQ,PIX QR,CASH,PAID
D-57873-e3d044eb-c08e-4701-b109-565dd6166aee,BR-P1-1-705499,QRS1TXQUJ7GEUPT13NMDKCG6XLUWDO5AWG4,2022-11-15 21:05:28,2022-11-15 21:08:48,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,73df83d3-eab2-40ba-bd07-1d357a76e3ed,1-1-,PQ,PIX QR,CASH,PAID
T-57873-b44d7d33-d7e5-486d-b33b-3932c8ea7d83,PE-P1-1-812828,DLPA0288000052150644,2022-11-15 21:06:46,2022-11-15 21:06:45,10.2,0.74,41.43,3.0078,0.0,0.0,PEN,4.06,PE,a4d63340-8941-11ec-b5e5-eb9af229b2f5,1-1-,VD,Visa Debit,DEBIT_CARD,PAID
T-57873-7750fd55-1adc-4f40-bf29-3b90674161cf,BR-P1-1-909320,0,2022-11-15 21:07:38,0,8.82,0.28,50.0,1.6,0.0,0.0,BRL,5.6455,BR,5c55a4c0-7fcc-11ec-8644-a7ce54fa0ba7,1-1-,MC,Mastercard,CREDIT_CARD,REJECTED
D-57873-07b504bf-abe2-4e9c-941f-03dcdd9db707,BR-P1-1-819719,QRS1TXNSBKU9DB7FD1HHFWGGFPVRFYN0WTU,2022-11-15 21:08:03,2022-11-15 21:08:56,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,5c55a4c0-7fcc-11ec-8644-a7ce54fa0ba7,1-1-,PQ,PIX QR,CASH,PAID
D-57873-988bf561-1a23-4522-864e-d1f18d3933d8,BR-P1-12-277123,QRS1TXU9KAYGXMPQQA6RCG8P612RLWTEWPD,2022-11-15 21:10:48,2022-11-15 21:11:39,74.11,2.89,420.0,16.38,0.0,0.0,BRL,5.6455,BR,0d4dccff-5015-482f-aa18-bcccbe12f040,1-12,PQ,PIX QR,CASH,PAID
T-57873-e6fc7209-a129-40ab-8916-7a1ae023ee77,MX-P1-12-639215,820044345816,2022-11-15 21:25:52,0,81.26,2.6,1668.0,53.376,0.0,0.0,MXN,20.5262,MX,6d0c0b54-eadd-41db-887b-99cc850844e1,1-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED
D-57873-d51d6744-0864-454e-b0e9-9d613c55ae56,BR-P1-1-617570,QRS1TXKR61WQQBAB6YEA7SO28IIJPSCYK7J,2022-11-15 21:35:24,2022-11-15 21:36:34,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,beaa4e60-6f3f-11eb-a5f9-493f5dd878f4,1-1-,PQ,PIX QR,CASH,PAID
D-57873-bcc5ede1-3ef9-44b9-b28b-b5df467cba77,BR-P1-1-762208,QRS1TXLJJAOKEGKZ9PWSS6DTHOUXOYNIFKO,2022-11-15 21:36:48,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,515c5730-35b2-11ec-a7d4-29d14024f6f7,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-05c547c4-2e15-44f7-9022-cdca3dbf5583,BR-P1-1-707522,QRS1TXSENDZ8RYFEPOVWGSUK8F6XRFZSZO4,2022-11-15 21:38:47,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,515c5730-35b2-11ec-a7d4-29d14024f6f7,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-a0b13a6b-09c8-4f90-b2cd-360ea6dbfcb6,BR-P1-12-986608,QRS1TXNC6HMOVTVNHYSJJIOE1HR7CYRV32G,2022-11-15 21:39:17,2022-11-15 21:39:46,74.11,2.89,420.0,16.38,0.0,0.0,BRL,5.6455,BR,674168d7-0ff8-4d0b-80ba-22b42148a01b,1-12,PQ,PIX QR,CASH,PAID
D-57873-0563691a-d480-44cc-a1f4-3c3d17c28475,BR-P1-1-755523,QRS1TX5HOMZH0QNUV0G2SLPOWBDN1FGOEIA,2022-11-15 21:43:54,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,0bcda870-22f4-11ec-b595-57534d8af7a5,1-1-,PQ,PIX QR,CASH,REJECTED
T-57873-b75fbc8d-4d47-4f70-bb28-ccca00e227cb,BR-P1-1-744949,2032771950,2022-11-15 21:44:45,2022-11-15 21:44:44,8.82,0.28,50.0,1.6,0.0,0.0,BRL,5.6455,BR,0bcda870-22f4-11ec-b595-57534d8af7a5,1-1-,MC,Mastercard,CREDIT_CARD,PAID
D-57873-209f8f6a-f607-4e42-8718-e249c46fb687,BR-P1-1-621066,QRS1TXMSF3CRUB86CQPMTPPMMGAK9D51KJ9,2022-11-15 21:52:23,2022-11-15 21:52:59,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,f8057f50-f8cf-11eb-a1ad-c71ecfa179d4,1-1-,PQ,PIX QR,CASH,PAID
T-57873-df599144-7562-49ae-98a6-2b46fafea7ae,CO-P1-12-603896,314351355,2022-11-15 21:53:44,2022-11-15 21:53:43,79.17,4.59,408000.0,23664.0,0.0,0.0,COP,5153.508,CO,bb4d815a-c2dd-4ff8-bcca-db4841e19b27,1-12,VI,Visa,CREDIT_CARD,PAID
D-57873-4bca0cbd-c6e6-49ae-8840-96b6707a2baf,BR-P1-1-973241,QRS1TXKFDNYTTB78NXMC4JZKWHGUQNXD4CB,2022-11-15 21:53:51,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-8e53822e-aefe-462b-9e77-659950b6c016,BR-P1-1-641488,QRS1TXYJLCQITVWGAS3YDSQ5ADG9NPGMBCM,2022-11-15 21:54:00,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-392f3e5f-b961-486a-aab4-06ea4788dca3,BR-P1-1-309003,QRS1TXOYOWP1PXTWOUICSYZWWZOT1TXOSTI,2022-11-15 21:54:15,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-bf72134c-bbc3-4eac-8a81-e4f48d9485f5,BR-P1-1-348244,QRS1TXQYPZVQ5UNFNUOXSZEMAUYAHB94VQ7,2022-11-15 21:54:15,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-2ff8fe6b-21b6-4ea0-ae38-76d4dd3bfa0b,BR-P1-1-373963,QRS1TXHGBUTCFE1LMESRDD4L7P2VBYUTXLD,2022-11-15 21:54:16,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-fd29b2a0-d92a-4596-b4b1-41e419fdd417,BR-P1-1-688005,QRS1TXP6HDYJZHVBWXNBMP58PRJ5IQGWFMM,2022-11-15 21:54:16,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-5d912153-64e4-4d91-addb-233f55bdeafd,BR-P1-1-259993,QRS1TXSPT0OI99L7YDXXJASE6EU042XOEWK,2022-11-15 21:54:32,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-351efbe9-e1be-41fb-abfd-8a3afac6284c,BR-P1-1-965205,QRS1TXVJFOWYWGTQXR8XKKK9X8Y0MEE4X7Z,2022-11-15 21:54:45,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,PQ,PIX QR,CASH,REJECTED
D-57873-61d285f2-f695-445a-9603-3fceb60f8354,BR-P1-1-666669,QRS1TX6VCXERVEUVEQUKELWHCZRD8CGVDTM,2022-11-15 21:55:02,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,PQ,PIX QR,CASH,REJECTED
T-57873-214ff56b-7a6b-499b-8ce6-41a0d155d07a,CO-P1-12-498804,314351520,2022-11-15 21:55:02,2022-11-15 21:55:01,79.17,4.59,408000.0,23664.0,0.0,0.0,COP,5153.508,CO,bb4d815a-c2dd-4ff8-bcca-db4841e19b27,1-12,VI,Visa,CREDIT_CARD,PAID
D-57873-cd3c99c0-f525-4567-a99d-94ce6be32f2d,BR-P1-1-202938,QRS1TXYOXZEH0MOONDQRSD0RXQIKTYOWYW4,2022-11-15 21:55:05,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,PQ,PIX QR,CASH,REJECTED
T-57873-773ce4a5-a16d-4715-9c85-4f665cb4cc51,CO-P1-12-571256,209953372,2022-11-15 21:55:11,2022-11-15 21:55:11,79.17,4.59,408000.0,23664.0,0.0,0.0,COP,5153.508,CO,bb4d815a-c2dd-4ff8-bcca-db4841e19b27,1-12,VI,Visa,CREDIT_CARD,PAID
T-57873-3293bc05-1b3c-486b-a784-0e9eb79e3298,BR-P1-12-342250,2032788037,2022-11-15 21:55:18,2022-11-15 21:55:17,74.11,2.37,420.0,13.44,0.0,0.0,BRL,5.6455,BR,8d39a2a2-a2cd-4a76-b4e5-0b8eb3e96eda,1-12,MC,Mastercard,CREDIT_CARD,PAID
T-57873-28d162a9-3892-41f8-b78d-405cef86b608,BR-P1-1-747580,2032790157,2022-11-15 21:56:50,2022-11-15 21:56:49,8.82,0.28,50.0,1.6,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,VI,Visa,CREDIT_CARD,PAID
T-57873-9eccdddf-3ced-4246-9d27-3fb99e50f9a4,BR-P1-1-411248,2032790591,2022-11-15 21:57:11,2022-11-15 21:57:10,8.82,0.28,50.0,1.6,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,VI,Visa,CREDIT_CARD,PAID
T-57873-610d8092-ef31-4b98-9573-5e86ec5c5395,BR-P1-1-261715,2032790559,2022-11-15 21:57:12,2022-11-15 21:57:11,8.82,0.28,50.0,1.6,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,VI,Visa,CREDIT_CARD,PAID
T-57873-564be1de-8ad4-45dc-948d-31414b2d67df,BR-P1-1-822085,2032790632,2022-11-15 21:57:13,2022-11-15 21:57:12,8.82,0.28,50.0,1.6,0.0,0.0,BRL,5.6455,BR,55eb6cd0-a91c-11eb-aa37-27f2e8f06480,1-1-,VI,Visa,CREDIT_CARD,PAID
T-57873-38faf0fb-f038-4f92-ba47-5448bed7d151,MX-P2-1-673938,820044385262,2022-11-15 22:00:34,2022-11-15 22:00:34,27.73,0.89,570.0,18.24,0.0,0.0,MXN,20.5583,MX,ad0e9faf-2d5d-443c-addd-d020a26639c6,2-1-,VI,Visa,CREDIT_CARD,PAID
D-57873-7742b48d-f1a6-430b-9f43-b68e7ac6ae03,BR-P2-1-715125,QRS1TXFCLR3W0XUFRPXTFBOMERYG74H00L1,2022-11-15 22:01:47,2022-11-15 22:02:31,24.96,0.97,141.43,5.5158,0.0,0.0,BRL,5.6455,BR,fdf38936-b1ed-4a83-8233-44262b87a0a4,2-1-,PQ,PIX QR,CASH,PAID
T-57873-7b57d0c1-31bc-461a-a9f4-80c3fab5b9ad,MX-P1-1-139669,920044257701,2022-11-15 22:03:56,2022-11-15 22:03:55,9.66,0.31,198.57,6.3542,0.0,0.0,MXN,20.5577,MX,a9d09e31-9fff-4068-b2ec-14ab57d05652,1-1-,VD,Visa Debit,DEBIT_CARD,PAID
T-57873-850a493d-1310-4451-be4a-320ea89b6337,MX-P1-1-713178,730043882003,2022-11-15 22:04:09,2022-11-15 22:04:08,9.66,0.31,198.57,6.3542,0.0,0.0,MXN,20.56,MX,a9d09e31-9fff-4068-b2ec-14ab57d05652,1-1-,VD,Visa Debit,DEBIT_CARD,PAID
T-57873-19e24213-3a25-4355-81cc-9ba443c49fc9,PA-P1-12-497040,DLPA0288000053160412,2022-11-15 22:04:14,0,84.0,4.16,84.0,4.158,0.0,0.0,USD,1.0,PA,9fcdc480-3836-11ec-a6c9-adc443fbe6e4,1-12,VD,Visa Debit,DEBIT_CARD,REJECTED
T-57873-f3deb1a4-f252-457c-a122-f407220b4c84,MX-P1-1-528148,850043599868,2022-11-15 22:04:57,2022-11-15 22:04:57,9.66,0.31,198.57,6.3542,0.0,0.0,MXN,20.5557,MX,a9d09e31-9fff-4068-b2ec-14ab57d05652,1-1-,VD,Visa Debit,DEBIT_CARD,PAID
T-57873-fe24e399-2a46-4c97-a381-abd6a179ca61,BR-P2-1-843395,2032802713,2022-11-15 22:05:07,2022-11-15 22:05:07,24.96,0.8,141.43,4.5258,0.0,0.0,BRL,5.6455,BR,fefb6805-e373-4a83-97cc-571f14af6f58,2-1-,VI,Visa,CREDIT_CARD,PAID
D-57873-bea17901-0410-4dfa-bae7-65bfb4ecfbe7,BR-P1-1-300139,QRS1TXVWI8LGK7NUKLEW9K6SUPZXL8UHH1U,2022-11-15 22:07:23,0,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,17631968-36f6-4e19-a651-c02c2ae739b3,1-1-,PQ,PIX QR,CASH,REJECTED
T-57873-9bd891dc-d629-4320-b670-c0b3454bdac1,PA-P1-12-284064,DLPA0288000054160920,2022-11-15 22:09:22,0,84.0,4.16,84.0,4.158,0.0,0.0,USD,1.0,PA,9fcdc480-3836-11ec-a6c9-adc443fbe6e4,1-12,VD,Visa Debit,DEBIT_CARD,REJECTED
T-57873-6ca9e8d9-2cfc-4c97-bd39-8f96cb82092b,BR-P1-1-225568,0,2022-11-15 22:12:24,0,8.82,0.28,50.0,1.6,0.0,0.0,BRL,5.6455,BR,17631968-36f6-4e19-a651-c02c2ae739b3,1-1-,MC,Mastercard,CREDIT_CARD,REJECTED
T-57873-0bd5c4ad-866f-48a0-80be-fb6de14d43e3,BR-P1-1-616951,2032815750,2022-11-15 22:13:01,2022-11-15 22:13:00,8.82,0.28,50.0,1.6,0.0,0.0,BRL,5.6455,BR,17631968-36f6-4e19-a651-c02c2ae739b3,1-1-,MC,Mastercard,CREDIT_CARD,PAID
T-57873-f3dee1f2-1b4c-4e37-bdf7-5bd501d194d0,BR-P1-12-839932,111760230023G1NB274C,2022-11-15 22:13:47,0,74.11,2.37,420.0,13.44,0.0,0.0,BRL,5.6455,BR,61e77961-fa29-4321-9389-f9b67ac5f48b,1-12,VD,Visa Debit,DEBIT_CARD,REJECTED
D-57873-6f3f03aa-0815-46aa-a10b-d0d8f8d334ca,BR-P1-1-758377,QRS1TX1KPPJK21ZS6GIZPLXUXD3P0AF8REH,2022-11-15 22:14:03,2022-11-15 22:14:29,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,678a3b70-aa22-11eb-972b-b356b24b06e4,1-1-,PQ,PIX QR,CASH,PAID
D-57873-8caf65e5-d14f-4864-b30f-5ceebd66b9df,BR-P1-1-445477,QRS1TXCM66J05JXLDJMQRQWRY5UMMXY78KC,2022-11-15 22:14:17,2022-11-15 22:14:54,8.82,0.34,50.0,1.95,0.0,0.0,BRL,5.6455,BR,cf854df4-1f8b-4add-9cf9-486c4e4c01c5,1-1-,PQ,PIX QR,CASH,PAID
